awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,prize_links,category,categoryFullName,motivation,topMotivation,laureates.id,gender,laureate_links,knownName,givenName,familyName,fullName,birth.date,birth.place.city,birth.place.country,birth.place.cityNow,birth.place.countryNow,birth.place.continent,birth.place.locationString,death.date,death.place.city,death.place.country,death.place.cityNow,death.place.countryNow,death.place.continent,death.place.locationString,affiliation.1.name,affiliation.1.nameNow,affiliation.1.city,affiliation.1.country,affiliation.1.cityNow,affiliation.1.countryNow,affiliation.1.locationString,affiliation.2.name,affiliation.2.nameNow,affiliation.2.city,affiliation.2.country,affiliation.2.cityNow,affiliation.2.countryNow,affiliation.2.locationString,affiliation.3.name,affiliation.3.nameNow,affiliation.3.locationString,affiliation.3.city,affiliation.3.country,affiliation.3.cityNow,affiliation.3.countryNow,affiliation.4.name,affiliation.4.nameNow,affiliation.4.city,affiliation.4.country,affiliation.4.cityNow,affiliation.4.countryNow,affiliation.4.locationString,residence.1.country,residence.1.countryNow,residence.1.locationString,residence.1.city,residence.1.cityNow,residence.2.country,residence.2.countryNow,residence.2.locationString,acronym,orgName,founded.year,founded.place.city,founded.place.country,founded.place.cityNow,founded.place.countryNow,founded.place.continent,founded.place.locationString,nativeName,penName,foundedCountry,foundedCountryNow,foundedContinent
1958,2,1/4,,received,214559,2694692,https://www.nobelprize.org/prizes/medicine/1958/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,,365,male,https://www.nobelprize.org/laureate/365,Edward Tatum,Edward,Tatum,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",USA,"Boulder, CO",USA,North America,"Boulder, CO, USA",1975-11-05,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",Rockefeller Institute for Medical Research,Rockefeller Institute for Medical Research,"New York, NY",USA,"New York, NY",USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,Germany,Germany,Germany,,,,,,,,,,,,,,,,,,,
1958,1,1/4,,received,214559,2694692,https://www.nobelprize.org/prizes/medicine/1958/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,,364,male,https://www.nobelprize.org/laureate/364,George Beadle,George,Beadle,George Wells Beadle,1903-10-22,"Wahoo, NE",USA,"Wahoo, NE",USA,North America,"Wahoo, NE, USA",1989-06-09,"Pomona, CA",USA,"Pomona, CA",USA,North America,"Pomona, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,3,1/2,,received,214559,2694692,https://www.nobelprize.org/prizes/medicine/1958/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,,366,male,https://www.nobelprize.org/laureate/366,Joshua Lederberg,Joshua,Lederberg,Joshua Lederberg,1925-05-23,"Montclair, NJ",USA,"Montclair, NJ",USA,North America,"Montclair, NJ, USA",2008-02-02,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",University of Wisconsin,University of Wisconsin,"Madison, WI",USA,"Madison, WI",USA,"Madison, WI, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,1,,received,220678,2753427,https://www.nobelprize.org/prizes/chemistry/1959/summary/,Chemistry,The Nobel Prize in Chemistry,for his discovery and development of the polarographic methods of analysis,,223,male,https://www.nobelprize.org/laureate/223,Jaroslav Heyrovsky,Jaroslav,Heyrovsky,Jaroslav Heyrovsky,1890-12-20,Prague,Austria-Hungary,Prague,Czech Republic,Europe,"Prague, Austria-Hungary (now Czech Republic)",1967-03-27,Prague,Czechoslovakia,Prague,Czech Republic,Europe,"Prague, Czechoslovakia (now Czech Republic)",Polarographic Institute of the Czechoslovak Academy of Science,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia,Prague,Czech Republic,"Prague, Czechoslovakia (now Czech Republic)",,,,,,,,,,,,,,,,,,,,,,USA,USA,USA,,,,,,,,,,,,,,,,,,,
1959,1,1,,received,220678,2753427,https://www.nobelprize.org/prizes/literature/1959/summary/,Literature,The Nobel Prize in Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",,630,male,https://www.nobelprize.org/laureate/630,Salvatore Quasimodo,Salvatore,Quasimodo,Salvatore Quasimodo,1901-08-20,Modica,Italy,Modica,Italy,Europe,"Modica, Italy",1968-06-14,Naples,Italy,Naples,Italy,Europe,"Naples, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,1,1959-11-05,received,220678,2753427,https://www.nobelprize.org/prizes/peace/1959/summary/,Peace,The Nobel Peace Prize,for his longstanding contribution to the cause of disarmament and peace,,518,male,https://www.nobelprize.org/laureate/518,Philip Noel-Baker,Philip,Noel-Baker,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",1982-10-08,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,1/2,,received,220678,2753427,https://www.nobelprize.org/prizes/physics/1959/summary/,Physics,The Nobel Prize in Physics,for their discovery of the antiproton,,72,male,https://www.nobelprize.org/laureate/72,Emilio Segrè,Emilio,Segrè,Emilio Gino Segrè,1905-02-01,Tivoli,Italy,Tivoli,Italy,Europe,"Tivoli, Italy",1989-04-22,"Lafayette, CA",USA,"Lafayette, CA",USA,North America,"Lafayette, CA, USA",University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2,1/2,,received,220678,2753427,https://www.nobelprize.org/prizes/physics/1959/summary/,Physics,The Nobel Prize in Physics,for their discovery of the antiproton,,73,male,https://www.nobelprize.org/laureate/73,Owen Chamberlain,Owen,Chamberlain,Owen Chamberlain,1920-07-10,"San Francisco, CA",USA,"San Francisco, CA",USA,North America,"San Francisco, CA, USA",2006-02-28,"Berkeley, CA",USA,"Berkeley, CA",USA,North America,"Berkeley, CA, USA",University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2,1/2,,received,220678,2753427,https://www.nobelprize.org/prizes/medicine/1959/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,,368,male,https://www.nobelprize.org/laureate/368,Arthur Kornberg,Arthur,Kornberg,Arthur Kornberg,1918-03-03,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America,"Brooklyn, NY, USA",2007-10-26,"Stanford, CA",USA,"Stanford, CA",USA,North America,"Stanford, CA, USA",Stanford University,Stanford University,"Stanford, CA",USA,"Stanford, CA",USA,"Stanford, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,1/2,,received,220678,2753427,https://www.nobelprize.org/prizes/medicine/1959/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,,367,male,https://www.nobelprize.org/laureate/367,Severo Ochoa,Severo,Ochoa,Severo Ochoa,1905-09-24,Luarca,Spain,Luarca,Spain,Europe,"Luarca, Spain",1993-11-01,Madrid,Spain,Madrid,Spain,Europe,"Madrid, Spain","New York University, College of Medicine","New York University, College of Medicine","New York, NY",USA,"New York, NY",USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1,1,1960-11-03,received,225987,2713265,https://www.nobelprize.org/prizes/chemistry/1960/summary/,Chemistry,The Nobel Prize in Chemistry,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science",,224,male,https://www.nobelprize.org/laureate/224,Willard F. Libby,Willard F.,Libby,Willard Frank Libby,1908-12-17,"Grand Valley, CO",USA,"Grand Valley, CO",USA,North America,"Grand Valley, CO, USA",1980-09-08,"Los Angeles, CA",USA,"Los Angeles, CA",USA,North America,"Los Angeles, CA, USA",University of California,University of California,"Los Angeles, CA",USA,"Los Angeles, CA",USA,"Los Angeles, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1,1,1960-10-26,received,225987,2713265,https://www.nobelprize.org/prizes/literature/1960/summary/,Literature,The Nobel Prize in Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,,631,male,https://www.nobelprize.org/laureate/631,Saint-John Perse,Saint-John,Perse,Saint-John Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Pointe-à-Pitre,Guadeloupe Island,North America,"Pointe-à-Pitre, Guadeloupe Island",1975-09-20,Presqu'île-de-Giens,France,Presqu'île-de-Giens,France,Europe,"Presqu'île-de-Giens, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,China,China,,,,,,,,,,,,,,,,(pen-name of Alexis Léger),,,
1960,1,1,1961-10-23,received,225987,2713265,https://www.nobelprize.org/prizes/peace/1960/summary/,Peace,The Nobel Peace Prize,for his non-violent struggle against apartheid,,519,male,https://www.nobelprize.org/laureate/519,Albert Lutuli,Albert,Lutuli,Albert John Lutuli,1898-01-01,Bulawayo,Southern Rhodesia,Bulawayo,Zimbabwe,Africa,"Bulawayo, Southern Rhodesia (now Zimbabwe)",1967-07-21,Stanger,South Africa,Stanger,South Africa,Africa,"Stanger, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1,1,1960-11-03,received,225987,2713265,https://www.nobelprize.org/prizes/physics/1960/summary/,Physics,The Nobel Prize in Physics,for the invention of the bubble chamber,,74,male,https://www.nobelprize.org/laureate/74,Donald A. Glaser,Donald A.,Glaser,Donald Arthur Glaser,1926-09-21,"Cleveland, OH",USA,"Cleveland, OH",USA,North America,"Cleveland, OH, USA",2013-02-28,"Berkeley, CA",USA,"Berkeley, CA",USA,North America,"Berkeley, CA, USA",University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2,1/2,1960-10-20,received,225987,2713265,https://www.nobelprize.org/prizes/medicine/1960/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for discovery of acquired immunological tolerance,,370,male,https://www.nobelprize.org/laureate/370,Peter Medawar,Peter,Medawar,Peter Brian Medawar,1915-02-28,Rio de Janeiro,Brazil,Rio de Janeiro,Brazil,South America,"Rio de Janeiro, Brazil",1987-10-02,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",University College,University College,London,United Kingdom,London,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,France,France,France,,,,,,,,,,,,,,,,,,,
1960,1,1/2,1960-10-20,received,225987,2713265,https://www.nobelprize.org/prizes/medicine/1960/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for discovery of acquired immunological tolerance,,369,male,https://www.nobelprize.org/laureate/369,Sir Frank Macfarlane Burnet,Sir Frank Macfarlane,Burnet,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Traralgon,Australia,Oceania,"Traralgon, Australia",1985-08-31,Melbourne,Australia,Melbourne,Australia,Oceania,"Melbourne, Australia",Walter and Eliza Hall Institute for Medical Research,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,Melbourne,Australia,"Melbourne, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1,1,,received,250233,2930643,https://www.nobelprize.org/prizes/chemistry/1961/summary/,Chemistry,The Nobel Prize in Chemistry,for his research on the carbon dioxide assimilation in plants,,225,male,https://www.nobelprize.org/laureate/225,Melvin Calvin,Melvin,Calvin,Melvin Calvin,1911-04-08,"St. Paul, MN",USA,"St. Paul, MN",USA,North America,"St. Paul, MN, USA",1997-01-08,"Berkeley, CA",USA,"Berkeley, CA",USA,North America,"Berkeley, CA, USA",University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1,1,,received,250233,2930643,https://www.nobelprize.org/prizes/literature/1961/summary/,Literature,The Nobel Prize in Literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,,633,male,https://www.nobelprize.org/laureate/633,Ivo Andric,Ivo,Andric,Ivo Andric,1892-10-10,Dolac,Bosnia,Dolac,Bosnia and Herzegovina,Europe,"Dolac, Bosnia (now Bosnia and Herzegovina)",1975-03-13,Belgrade,Yugoslavia,Belgrade,Serbia,Europe,"Belgrade, Yugoslavia (now Serbia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,India,India,,,,,,,,,,,,,,,,,,,
1961,1,1,1961-10-23,received,250233,2930643,https://www.nobelprize.org/prizes/peace/1961/summary/,Peace,The Nobel Peace Prize,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",,520,male,https://www.nobelprize.org/laureate/520,Dag Hammarskjöld,Dag,Hammarskjöld,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,Sweden,Jönköping,Sweden,Europe,"Jönköping, Sweden",1961-09-18,Ndola,Northern Rhodesia,Ndola,Zambia,Africa,"Ndola, Northern Rhodesia (now Zambia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,India,India,,,,,,,,,,,,,,,,,,,
1961,1,1/2,,received,250233,2930643,https://www.nobelprize.org/prizes/physics/1961/summary/,Physics,The Nobel Prize in Physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,,75,male,https://www.nobelprize.org/laureate/75,Robert Hofstadter,Robert,Hofstadter,Robert Hofstadter,1915-02-05,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",1990-11-17,"Stanford, CA",USA,"Stanford, CA",USA,North America,"Stanford, CA, USA",Stanford University,Stanford University,"Stanford, CA",USA,"Stanford, CA",USA,"Stanford, CA, USA",,,,,,,,,,,,,,,,,,,,,,United Kingdom,United Kingdom,United Kingdom,,,,,,,,,,,,,,,,,,,
1961,2,1/2,,received,250233,2930643,https://www.nobelprize.org/prizes/physics/1961/summary/,Physics,The Nobel Prize in Physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,,76,male,https://www.nobelprize.org/laureate/76,Rudolf Mössbauer,Rudolf,Mössbauer,Rudolf Ludwig Mössbauer,1929-01-31,Munich,Germany,Munich,Germany,Europe,"Munich, Germany",2011-09-14,,,,,,,Technical University,Technical University,Munich,Germany,Munich,Germany,"Munich, Germany",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1,1,,received,250233,2930643,https://www.nobelprize.org/prizes/medicine/1961/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,,371,male,https://www.nobelprize.org/laureate/371,Georg von Békésy,Georg,von Békésy,Georg von Békésy,1899-06-03,Budapest,Hungary,Budapest,Hungary,Europe,"Budapest, Hungary",1972-06-13,"Honolulu, HI",USA,"Honolulu, HI",USA,North America,"Honolulu, HI, USA",Harvard University,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,Belgium,Belgium,Belgium,,,,,,,,,,,,,,,,,,,
1962,2,1/2,,received,257220,2888429,https://www.nobelprize.org/prizes/chemistry/1962/summary/,Chemistry,The Nobel Prize in Chemistry,for their studies of the structures of globular proteins,,227,male,https://www.nobelprize.org/laureate/227,John C. Kendrew,John C.,Kendrew,John Cowdery Kendrew,1917-03-24,Oxford,United Kingdom,Oxford,United Kingdom,Europe,"Oxford, United Kingdom",1997-08-23,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,1/2,,received,257220,2888429,https://www.nobelprize.org/prizes/chemistry/1962/summary/,Chemistry,The Nobel Prize in Chemistry,for their studies of the structures of globular proteins,,226,male,https://www.nobelprize.org/laureate/226,Max F. Perutz,Max F.,Perutz,Max Ferdinand Perutz,1914-05-19,Vienna,Austria,Vienna,Austria,Europe,"Vienna, Austria",2002-02-06,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe,"Cambridge, United Kingdom",MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,1,,received,257220,2888429,https://www.nobelprize.org/prizes/literature/1962/summary/,Literature,The Nobel Prize in Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",,634,male,https://www.nobelprize.org/laureate/634,John Steinbeck,John,Steinbeck,John Steinbeck,1902-02-27,"Salinas, CA",USA,"Salinas, CA",USA,North America,"Salinas, CA, USA",1968-12-20,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh,Bangladesh,Bangladesh,,,,,,,,,,,,,,,,,,,
1962,1,1,1963-10-10,received,257220,2888429,https://www.nobelprize.org/prizes/peace/1962/summary/,Peace,The Nobel Peace Prize,for his fight against the nuclear arms race between East and West,,217,male,https://www.nobelprize.org/laureate/217,Linus Pauling,Linus,Pauling,Linus Carl Pauling,1901-02-28,"Portland, OR",USA,"Portland, OR",USA,North America,"Portland, OR, USA",1994-08-19,"Big Sur, CA",USA,"Big Sur, CA",USA,North America,"Big Sur, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA",USA,"Pasadena, CA",USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,1,,received,257220,2888429,https://www.nobelprize.org/prizes/physics/1962/summary/,Physics,The Nobel Prize in Physics,"for his pioneering theories for condensed matter, especially liquid helium",,77,male,https://www.nobelprize.org/laureate/77,Lev Landau,Lev,Landau,Lev Davidovich Landau,1908-01-22,Baku,Russian Empire,Baku,Azerbaijan,Asia,"Baku, Russian Empire (now Azerbaijan)",1968-04-01,Moscow,USSR,Moscow,Russia,Europe,"Moscow, USSR (now Russia)",Academy of Sciences,Academy of Sciences,Moscow,USSR,Moscow,Russia,"Moscow, USSR (now Russia)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,1/3,,received,257220,2888429,https://www.nobelprize.org/prizes/medicine/1962/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,,372,male,https://www.nobelprize.org/laureate/372,Francis Crick,Francis,Crick,Francis Harry Compton Crick,1916-06-08,Northampton,United Kingdom,Northampton,United Kingdom,Europe,"Northampton, United Kingdom",2004-07-28,"San Diego, CA",USA,"San Diego, CA",USA,North America,"San Diego, CA, USA",MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Cambridge,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,2,1/3,,received,257220,2888429,https://www.nobelprize.org/prizes/medicine/1962/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,,373,male,https://www.nobelprize.org/laureate/373,James Watson,James,Watson,James Dewey Watson,1928-04-06,"Chicago, IL",USA,"Chicago, IL",USA,North America,"Chicago, IL, USA",,,,,,,,Harvard University,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,3,1/3,,received,257220,2888429,https://www.nobelprize.org/prizes/medicine/1962/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,,374,male,https://www.nobelprize.org/laureate/374,Maurice Wilkins,Maurice,Wilkins,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,New Zealand,Pongaroa,New Zealand,Oceania,"Pongaroa, New Zealand",2004-10-05,London,United Kingdom,London,United Kingdom,Europe,"London, United Kingdom",London University,London University,London,United Kingdom,London,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,Denmark,Denmark,Denmark,,,,,,,,,,,,,,,,,,,
1963,2,1/2,,received,265000,2890771,https://www.nobelprize.org/prizes/chemistry/1963/summary/,Chemistry,The Nobel Prize in Chemistry,for their discoveries in the field of the chemistry and technology of high polymers,,229,male,https://www.nobelprize.org/laureate/229,Giulio Natta,Giulio,Natta,Giulio Natta,1903-02-26,Imperia,Italy,Imperia,Italy,Europe,"Imperia, Italy",1979-05-02,Bergamo,Italy,Bergamo,Italy,Europe,"Bergamo, Italy",Institute of Technology,Institute of Technology,Milan,Italy,Milan,Italy,"Milan, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
